Test,ID,GeneMasterName,Variant,Gender,DiseaseName,PredominantCancerSubtype,SyndromeMasterName,DiseaseType,Organ,FinalVerdict,NotesReAssn,EvidenceofAssociation,PredominantCancerSubtypeSource,ClinGenValidility,ClinGen Numeric,NCCN combined,NCCNRecommend,NCCNidentifier,GeneticHomeReference,OMIM,GeneCard,GeneReview,Completed,GraphInAsk2Me,HomuncCaNeo,HomuncBenign,ASk2me Asssociation,NEJM MHL and DICER1 paper,MedNeon_Extended,Akras_paper,Akras_paper_penetrance,Yadav_paper,AmbryGenetics,SPANISH_DiseaseName,CHINESE_DiseaseName,SPANISH_Gender,CHINESE_Gender,IfMetaanalysisInMasterTable,IfASK2MEBasedOnMetaanalysis,SourceRisk,Order,Concatenated,OldDiseaseName,OldPredominantCancerSubtype,OldDiseaseType,BreastGene,ColonGene,Z_Old_DiseaseName,Z_Inheritance,Z_AllellicInheritance
0,722,MUTYH-Biallelic,,Either,Bladder Cancer,,,Cancer,Urinary Bladder,9,Clingen: still not clear if the lifetime risk of these malignancies is increased.,,,Mentioned,9,,,,,,,,1,1,,,1,,,,,,,vejiga urinaria,膀胱,Masculino,男性,0,0,Ask2Me,375,,Urinary Bladder,,Cancer,,1,Bladder Cancer,,Biallelic
1,277,MUTYH-Biallelic,,Female,Breast Cancer,,,Cancer,Breast,0,-1 (No reported evidence by lee21018GenIn),,,No Reported Evidence,0,,,,,,,,1,,,,,,,,,,1,mama,乳腺,Femenino,女性,0,0,,140,,Breast cancer,,Cancer,,1,Breast Cancer,,Mono
0,283,MUTYH-Biallelic,,Either,CHRPE,Congenital retinal pigment epithelial hypertrophy,,Benign,Eye,1,Clingen: Rare,,,Mentioned,1,,,,,,,,1,,,,,,,,,,,hipertrofia congénita del epitelio pigmentario de la retina,先天性视网膜色素上皮肥大,Masculino,男性,0,0,,145,,Congenital hypertrophy of the retinal pigment epithelium (CHRPE),,Benign Disease,,1,CHRPE,,Biallelic
0,1485,MUTYH-Biallelic,,Either,Colorectal Cancer,,,Cancer,Colorectal,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,1,1,1,1,,,,,,,1,High,,1,,,,,,,,,,Colorectal Cancer,,Cancer,,1,Colorectal Cancer,,
0,1483,MUTYH-Biallelic,,Either,Colorectal Neoplasia,Colorectal Polyps,,Neoplasm,Colorectal,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,Colorectal Polyps,,Neoplasm,,1,Colorectal Polyp,,
0,287,MUTYH-Biallelic,,Either,Duodenum Cancer,,,Cancer,Duodenum,1,Clingen: The lifetime risk of duodenal cancer in MAP has been estimated to be 4-5%,,,Mentioned,1,1,1,1,,,,,1,,,,,,,,,,,duodenal,十二指肠,Masculino,男性,0,0,,147,,Duodenal cancer,,Cancer,,1,Duodenal Cancer,,Biallelic
0,1571,MUTYH-Biallelic,,Either,Duodenum Neoplasm,Duodenal Polyps,,Neoplasm,Duodenum,1,Clingen: Gastroduodenal polyposis is reported in over 20% of cases.  Duodenal polyps are found in 17-25%.,,,Mentioned,1,1,,1,,,,,1,,,,,,,,,,,duodenal,十二指肠,Masculino,男性,0,0,,147,,Duodenal cancer,,Cancer,,1,Duodenum Polyp,,Biallelic
0,1629,MUTYH-Biallelic,,Either,Endometrial Cancer,,,Cancer,Uterus,9,Clingen: still not clear if the lifetime risk of these malignancies is increased.,,,Mentioned,9,,,,,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,1,Endometrial Cancer,,Mono
0,716,"MUTYH-Biallelic/Compound Heterozygous
MUTYH-Biallelic/Compound Heterozygous",Compound Heterozygous,Either,Colorectal Cancer,,,Cancer,Colorectal,9,NO source,,,,,,,,,,,,1,1,,,1,,,1,High,,,colorrectal,结直肠,Masculino,男性,1,1,Ask2Me,372,,Colorectal cancer,,Cancer,,,Colorectal Cancer,,Biallelic
0,564,MUTYH-Biallelic/G396D,G396D,Either,Colorectal Cancer,,,Cancer,Colorectal,9,NO source,,,,,,,,,,,,1,1,,,1,,,1,High,,,colorrectal,结直肠,Masculino,男性,0,0,Ask2Me,294,,Colorectal cancer,,Cancer,,,Colorectal Cancer,,Biallelic
At least 1 finalverdict,1572,MUTYH,,Female,Breast Cancer,,,Cancer,Breast,0,-Monoallelic,,,No Reported Evidence,0,,,,,,,,1,,,,,,,,,,1,mama,乳腺,Femenino,女性,0,0,,140,,Breast cancer,,Cancer,,1,Breast Cancer,,Mono
At least 1 finalverdict,726,MUTYH,,Either,Colorectal Cancer,,,Cancer,Colorectal,1,Monoallelic,,,Moderate,1,,,,,,,,1,1,,,1,,,,,,,colorrectal,结直肠,Masculino,男性,1,0,Ask2Me,377,,Colorectal cancer,,Cancer,,1,Colorectal Cancer,,Mono
At least 1 finalverdict,728,MUTYH,,Female,Endometrial Cancer,,,Cancer,Uterus,9,NO source,,,,,,,,,,,,1,1,,,1,,,,,,,endometrio,子宫内膜,Femenino,女性,0,0,Ask2Me,378,,Endometrial cancer,,Cancer,,1,Endometrial Cancer,,Mono
At least 1 finalverdict,732,MUTYH,,Either,Gastric Cancer,,,Cancer,Gastric,9,Somatic mutation,,,,,,,,,2,2,2,1,1,,,1,,,1,Low,,1,gástrico,胃,Masculino,男性,0,0,Ask2Me,380,,Gastric cancer,,Cancer,,1,Gastric Cancer,,Mono
At least 1 finalverdict,736,MUTYH,,Either,Hepatobiliary Cancer,,,Cancer,Liver,9,NO source,,,,,,,,,,,,1,1,,,1,,,,,,,hepatobiliar,肝,Masculino,男性,0,0,Ask2Me,382,,Hepatobiliary,,Cancer,,1,Hepatobiliary Cancer,,Mono
At least 1 finalverdict,718,MUTYH,,Female,Ovarian Cancer,,,Cancer,Ovary,9,-MonoallelicAccording to clingen monoallelic (Limited by lee21018GenIn),,,Limited,9,,,,,,,,1,,,,,,,,,,1,ovario,卵巢,Femenino,女性,0,0,,373,,Ovarian cancer,,Cancer,,1,Ovarian Cancer,,Biallelic
0,1547,MYD88,,Either,Lymphoma,CNS,,Cancer,Nodes,0,,,,,,,,,,,1,,,,,,,,,,,,,gástrico,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,,,Lymphoma,,Mono
0,1548,MYD88,,Either,Plasma Cell Neoplasm,Macroglobulinemia,,Neoplasm,Blood,0,,,,,,,,,,,1,1,,,,,,,,,,,,gástrico,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,,,Macroglobulinemia,,Mono
At least 1 finalverdict,1234,NBN,,Either,Bladder Cancer,,,Cancer,Urinary Bladder,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Bladder cancer,,Cancer,1,,Bladder Cancer,,Mono
At least 1 finalverdict,1243,NBN,,Either,Brain Tumor,Medulloblastoma,,Cancer,Brain,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Medulloblastoma,,Benign Disease,1,,Brain Tumor,,Mono
At least 1 finalverdict,738,NBN,657del5,Female,Breast Cancer,,,Cancer,Breast,9,ClinGen and NCCN disagree NCCN 1 only for 657del5 varient,,,Limited,9,9,9,9,1,,,,1,1,,,1,,1,1,Low,,1,mama,乳腺,Femenino,女性,1,1,Ask2Me,383,,Breast cancer,,Cancer,1,,Breast Cancer,,Mono
At least 1 finalverdict,259,NBN,,Either,Colorectal Cancer,,,Cancer,Colorectal,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,colorrectal,结直肠,Masculino,男性,0,0,,131,,Colorectal cancer,,Cancer,1,,Colorectal Cancer,,Mono
At least 1 finalverdict,263,NBN,,Either,Gastric Cancer,,,Cancer,Gastric,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,gástrico,胃,Masculino,男性,0,0,,133,,Gastric cancer,,Cancer,1,,Gastric Cancer,,Mono
At least 1 finalverdict,1236,NBN,,Either,Hepatobiliary Cancer,Hepatocellular Cancer,,Cancer,Liver,9,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Hepatic Cancer,,Cancer,1,,Hepatocellular Cancer,,Mono
At least 1 finalverdict,1239,NBN,,Either,Leukemia,ALL,,Cancer,Blood,9,PMID: 16810201,,,,,,,,,1,,1,1,,,,,,,1,Low,,,leucemia,白血病,Masculino,男性,0,0,,,,Leukemia,ALL,Cancer,1,,Leukemia,,Mono
At least 1 finalverdict,1241,NBN,,Either,Lung Cancer,,,Cancer,Lung,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Lung Cancer,,Cancer,1,,Lung Cancer,,Mono
At least 1 finalverdict,1245,NBN,,Either,Melanoma,,,Cancer,Skin,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Melanoma,,Benign Disease,1,,Melanoma,,Mono
At least 1 finalverdict,1248,NBN,,Either,Nasopharyngeal Cancer,,,Cancer,Head and neck,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Nasopharyngeal Cancer,,Cancer,1,,Nasopharyngeal Cancer,,Mono
At least 1 finalverdict,518,NBN,,Female,Ovarian Cancer,,,Cancer,Ovary,0,(No reported evidence by lee21018GenIn),,,,,,,,1,,,,1,,,,,,,,,,1,ovario,卵巢,Femenino,女性,0,0,,271,,Ovarian cancer,,Cancer,1,,Ovarian Cancer,,Mono
At least 1 finalverdict,740,NBN,657del5,Male,Prostate Cancer,,,Cancer,Prostate,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,,1,1,,,,1,,,,1,,,,,,1,próstata,前列腺,Masculino,男性,0,0,Ask2Me,384,,Prostate cancer,,Cancer,1,,Prostate Cancer,,Mono
At least 1 finalverdict,298,NF1,,Either,Brain Tumor,Astrocytoma,,Cancer,Brain,1,PMID: 19937438,,,,,,,,,1,,,1,1,,,1,,,,,,,cerebro,脑,Masculino,男性,0,0,Ask2Me,153,,Brain Tumor,Astrocytoma/Optic Glioma,Cancer,1,,Brain Tumor,,Mono
At least 1 finalverdict,356,NF1,,Female,Breast Cancer,,,Cancer,Breast,1,Clingen: Substantially increased risk of developing breast cancer before age 50 years with estimated risk at least three times greater than the general population,,,Mentioned,1,1,1,1,,,,,1,1,,,1,,,1,Low,Unclear,,mama,乳腺,Femenino,女性,0,0,Ask2Me,187,,Breast cancer,,Cancer,1,,Breast Cancer,,Mono
At least 1 finalverdict,1252,NF1,,Either,Skin (Benign),Cafe-Au-Lait Spots,,Benign,Skin,1,,,,Mentioned,1,,,,,1,1,1,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Cafe-Au-Lait Spots,,Benign Disease,1,,Cafe-Au-Lait Spots,,Mono
At least 1 finalverdict,442,NF1,,Either,GIST,,,Neoplasm,Small Bowel,1,NCCN management or identification is present.  ClinGenSilent.,,,,,1,1,1,,,,,1,,,,,,,,,,,tumor del estroma gastrointestinal,胃肠道间质瘤,Masculino,男性,0,0,,232,,Gastrointestinal Stromal Tumor,,Cancer,1,,GIST,,Mono
At least 1 finalverdict,1579,NF1,,Either,Eye (Benign),Lisch nodule (Iris Hamartoma),,Benign,Eye,1,,,,Mentioned,1,,,,,1,,,1,,,,,,,,,,,gliomas de la vía óptica,视神经胶质瘤,Masculino,男性,0,0,,157,,Optic pathway gliomas,,Benign Disease,1,,Iris Hamartoma,,Mono
At least 1 finalverdict,1250,NF1,,Either,Developmental,Intellectual Disability,,Benign,CNS,1,,,,Mentioned,1,,,,,1,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,Ask2Me,,,Autism,,Benign Disease,1,,Learning Dysability,,Mono
0,653,SRGAP1,,Either,Endocrine Abnormalities,,,Benign,Endocrine,9,,,,,,,,,,,1,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Intracardiac Myxoma,,Cancer,,,Endocrine Abnormalities,,Mono
0,1580,SRGAP1,,Either,Skin (Benign),Nevi,,Benign,Skin,9,,,,,,,,,,,1,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Cafe-Au-Lait Spots,,Benign Disease,,,Nevi,,Mono
0,1631,MUTYH-Biallelic,,Either,Gastric Cancer,,,Cancer,Gastric,1,"Clingen: gastric lesions have been found in up to 11% of patients with MAP and an estimated 1% develop stomach cancer, data are currently lacking to support an increased risk of gastric cancer",,,Mentioned,1,,,,,,2,2,1,,,,,,,1,Low,,1,gástrico,胃,Masculino,男性,0,0,,380,,Gastric cancer,,Cancer,,1,Gastric Cancer,,Mono
0,291,MUTYH-Biallelic,,Either,Bone (Benign),Jaw Lesions,,Benign,Bone,9,,,,,,,,,,,,,1,,,,,,,,,,,quiste mandibular,颌骨囊肿,Masculino,男性,0,0,,149,,Jaw-bone cyst,,Benign Disease,,1,Jaw Lesions,,Biallelic
1,1555,MUTYH-Biallelic,,Female,Ovarian Cancer,,,Cancer,Ovary,9,Clingen: still not clear if the lifetime risk of these malignancies is increased.,,,Mentioned,9,,,,,,,,1,1,,,1,,,,,,,ovario,卵巢,Femenino,女性,0,0,Ask2Me,373,,Ovarian cancer,,Cancer,,1,Ovarian Cancer,,Biallelic
0,1630,MUTYH-Biallelic,,Either,Skin Cancer (Non-Melanoma),,,Cancer,Skin,9,Clingen: still not clear if the lifetime risk of these malignancies is increased.,,,Mentioned,9,,,,,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,1,Skin,,Mono
0,279,MUTYH-Biallelic,,Either,Skin (Benign),Pilomatrixoma,,Benign,Skin,1,Clingen: still not clear if the lifetime risk of these malignancies is increased.,,,Definitive,1,,,,,2,1,1,1,,,,,,,,,,,piel,皮肤,Masculino,男性,0,0,,141,,Pilomatrixoma,,Cancer,,1,Skin (Benign),,Mono
0,1229,MUTYH-Biallelic,,Either,Small Intestine Cancer,,,Cancer,Small Bowel,9,Akras only,,,,,,,,,,,,1,,,,,,,1,Low,,,intestino delgado,小肠,Masculino,男性,0,0,,,,Small Intestine,,Cancer,,1,Small Intestine Cancer,,Mono
0,1231,MUTYH-Biallelic,,Either,Thyroid Cancer,,,Cancer,Thyroid,9,Clingen:Annual thyroid screening by ultrasound should be recommended in all polyposis. An increased risk for thyroid cancer to individuals with MAP has not been demonstrated.,,,Mentioned,9,,,,,,,,1,,,,,,,1,Low,,,tiroides,甲状腺,Masculino,男性,0,0,,,,Thyroid cancer,,Cancer,,1,Thyroid Cancer,,Mono
At least 1 finalverdict,432,NF1,,Either,Lung Cancer,,,Cancer,Lung,0,somatic?,,,,,,,,1,,,,1,,,,,,,,,,,pulmonar,肺,Masculino,男性,0,0,,226,,Lung cancer,,Cancer,1,,Lung Cancer,,Mono
At least 1 finalverdict,928,NF1,,Either,Sarcoma,Malignant Peripheral Nerve Sheath Tumor,,Cancer,Soft Tissue,1,NCCN management or identification is present.  ClinGenSilent.,,,Mentioned,1,1,1,1,,1,,,1,1,,,1,,,,,,1,Tumor maligno de la vaina del nervio periférico,恶性外周神经鞘瘤,Masculino,男性,0,0,Ask2Me,,,Malignant peripheral nerve sheath tumor,,Cancer,1,,Malignant Peripheral Nerve Sheath Tumor,,Mono
At least 1 finalverdict,1255,NF1,,Either,Melanoma,,,Cancer,Skin,0,Ambry Only,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Melanoma,,Benign Disease,1,,Melanoma,,Mono
At least 1 finalverdict,444,NF1,,Either,Pheochromocytoma/Paraganglioma,Pheochromocytoma,,Neoplasm,Adrenal,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,,1,,,1,,,,,,,1,Low,,1,feocromocitoma,嗜铬细胞瘤,Masculino,男性,0,0,,233,,Pheochromocytoma,,Cancer,1,,Neuroendocrine,,Mono
At least 1 finalverdict,1578,NF1,,Either,Pheochromocytoma/Paraganglioma,Paraganglioma,,Neoplasm,Nerve,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,,,,,1,,,,,,,1,Low,,1,feocromocitoma,嗜铬细胞瘤,Masculino,男性,0,0,,233,,Pheochromocytoma,,Cancer,1,,Neuroendocrine,,Mono
At least 1 finalverdict,360,NF1,,Either,Neurofibroma,,,Neoplasm,Nerve,1,,,,Mentioned,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,neurofibroma,神经纤维瘤,Masculino,男性,0,0,,189,,Neurofibroma,,Neoplasm,1,,Neurofibromas,,Mono
At least 1 finalverdict,306,NF1,,Either,Brain Tumor,Optic Glioma,,Cancer,Eye,1,,,,Mentioned,1,1,1,1,,1,,,1,,,,,,,1,Low,,,gliomas de la vía óptica,视神经胶质瘤,Masculino,男性,0,0,,157,,Optic pathway gliomas,,Benign Disease,1,,Optic pathway gliomas,,Mono
At least 1 finalverdict,1581,NF1,,Female,Ovarian Cancer,,,Cancer,Ovary,0,,,,No Repoted Evidence,0,,,,,,,,1,,,,,,,1,Low,,,mama,乳腺,Femenino,女性,0,0,Ask2Me,187,,Breast cancer,,Cancer,1,,Ovarian Cancer,,Mono
At least 1 finalverdict,1257,NF1,,Either,Cardiovascular (Benign),Pulmonary Stenosis,,Benign,Heart,1,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Ventricular Septal Defect,,Cancer,1,,Pulmonary Stenosis,,Mono
At least 1 finalverdict,628,NF1,,Either,Sarcoma,Rhabdomyosarcoma,,Cancer,Soft tissue,1,"PMID: 30287926 , 31328317 , 26283846 , 23244495, 28620004 , 30563612",,,,,,,,,1,,,1,,,,,,,,,,,sarcoma,肉瘤,Masculino,男性,0,0,,328,,Sarcoma,rhabdomyosarcoma,Cancer,1,,Sarcoma,,Mono
At least 1 finalverdict,1580,NF1,,Either,Skin (Benign),Skin Freckling -Axillary and Inguinal,,Benign,Skin,1,,,,Mentioned,1,,,,,1,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,,,Cafe-Au-Lait Spots,,Benign Disease,1,,Skin Freckling,,Mono
At least 1 finalverdict,305,NF2,,Either,Brain Tumor,Glioblastoma Multiforme,,Cancer,Brain,,,,,,,,,,1,,1,1,,,,,,,,1,Low,,,cerebro,脑,Masculino,男性,0,0,,,,Brain Tumor,glioblastoma multiforme,Cancer,,,Brain Tumor,,Mono
At least 1 finalverdict,299,NF2,,Either,Brain Tumor,Meningioma,,Neoplasm,Brain,1,ClinGenis definitive or moderate while NCCN is mute.,,,Definitive,1,,,,1,1,1,1,,,,,,,,1,Low,,,leucemia,白血病,Masculino,男性,0,0,,,,Meningioma,,Benign Disease,,,Brain Tumor,,Mono
need disease for GOOSE,807,NTHL1,,Either,Pancreatic Neoplasm,Periampullary Adenoma,,Neoplasm,Pancreas,,,,,,,,,,,,,,,,,,,,,,,,,colorrectal,结直肠,Masculino,男性,0,0,,,,Periampullary adenoma,,Benign Disease,,,Pancreatic Neoplasm,,Mono
At least 1 finalverdict,295,PALB2,,Either,Breast Cancer,,,Cancer,Breast,1,Clingen is definitive or moderate AND NCCN management and/or ID present,,,Definitive,1,1,,1,,1,1,1,1,1,,,1,,,,,,,mama,乳腺,Masculino,男性,0,0,,151,,Breast cancer,,Cancer,1,,Breast Cancer,,Mono
At least 1 finalverdict,1258,PALB2,,Either,Colorectal Cancer,,,Cancer,Colorectal,9,,,,Limited,9,9,9,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Colorectal cancer,,Cancer,1,,Colorectal Cancer,,Mono
At least 1 finalverdict,1272,PALB2,,Female,Endometrial Cancer,,,Cancer,Uterus,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,Femenino,女性,0,0,,,,Uterine Carcinoma,,Cancer,1,,Endometrial Cancer,,Mono
At least 1 finalverdict,1269,PALB2,,Either,Lipoma,,,Benign,Lipid,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Subcutaneous Lipomatosis,,Benign Disease,1,,Lipoma,,Mono
At least 1 finalverdict,1262,PALB2,,Either,Melanoma,,,Cancer,Skin,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Melanoma,,Cancer,1,,Melanoma,,Mono
At least 1 finalverdict,1264,PALB2,,Either,Peripheral Nervous System Cancer,Neuroblastoma,,Cancer,PNS,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Neuroblastoma,,Cancer,1,,Neuroblastoma,,Mono
At least 1 finalverdict,632,PALB2,,Female,Ovarian Cancer,,,Cancer,Ovary,1,,,,Moderate,1,1,,1,,,,,1,,,,,,1,1,,,1,ovario,卵巢,Femenino,女性,0,0,,330,,Ovarian Cancer,,Cancer,1,,Ovarian Cancer,,Mono
At least 1 finalverdict,746,PALB2,,Either,Pancreatic Cancer,,,Cancer,Pancreas,1,,,,,,1,,1,,1,1,1,1,1,,,1,,1,1,Low,,1,páncreas,胰腺,Masculino,男性,0,0,Ask2Me,387,,Pancreatic Cancer,,Cancer,1,,Pancreatic Cancer,,Mono
At least 1 finalverdict,1267,PALB2,,Either,Ovarian Cancer,,,Cancer,Ovary,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Peritoneal Cancer,,Cancer,1,,Primary Peritoneal Cancer,,Mono
At least 1 finalverdict,634,PALB2,,Male,Prostate Cancer,,,Cancer,Prostate,1,NCCN prevelance of 0.4,,,,,1,,1,,,,,1,,,,,,,,,,1,próstata,前列腺,Masculino,男性,0,0,,331,,Prostate cancer,,Cancer,1,,Prostate Cancer,,Mono
At least 1 finalverdict,1270,PALB2,,Either,Gastrointestinal (Benign),Tracheoesophageal Fistula ,,Benign,Mediastinum,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,Masculino,男性,0,0,,,,Tracheoesophageal fistula ,,Benign Disease,1,,Tracheoesophageal Fistula ,,Mono
At least 1 finalverdict,1665,PALB2,,Either,Wilms Tumor,Nephroblastoma,,Cancer,Kidney,9,PMID: 28825729,,,,,,,,,,,,1,,,,,,,,,,,,,Masculino,男性,0,0,,151,,Breast cancer,,Cancer,1,,Wilms Tumor,,Mono
0,311,PARK2,,Either,Lung Cancer,,,Cancer,Lung,,,,,,,,,,,,,,,,,,,,,1,Mod,,,pulmonar,肺,Masculino,男性,0,0,,,,Lung,,Cancer,,,Lung Cancer,,Mono
0,623,PARK2,,Either,CNS (Benign),Parkinsons,,Benign,CNS,,,,,,,,,,,1,,,,,,,,,,,,,,,,Masculino,男性,0,0,,,,"Parkinson disease, juvenile, type 2",,Benign Disease,,,Parkinsons,,Mono
"The PDGFRA gene is associated with autosomal dominant GIST-plus syndrome (MedGen UID: 357402).  GIST-plus syndrome is associated with inflammatory fibroid polyps and fibroid tumors in the gastrointestinal tract in addition to gastrointestinal stromal tumors (GIST) that most often develop in the stomach and small intestines. GIST may be noncancerous but have malignant potential; however, specific lifetime cancer risks are not established. Some affected individuals may also have coarse skin and facial features in addition to broad hands and feet (PMID: 14699510, 18670346, 17087943).",317,PDGFRA,,Either,GIST,,,Neoplasm,GI,1,,,,,,,,,1,1,1,1,Invitae,,,,,,1,1,High,,,,,Masculino,男性,0,0,,,"The PDGFRA gene is associated with autosomal dominant GIST-plus syndrome (MedGen UID: 357402).  GIST-plus syndrome is associated with inflammatory fibroid polyps and fibroid tumors in the gastrointestinal tract in addition to gastrointestinal stromal tumors (GIST) that most often develop in the stomach and small intestines. GIST may be noncancerous but have malignant potential; however, specific lifetime cancer risks are not established. Some affected individuals may also have coarse skin and facial features in addition to broad hands and feet (PMID: 14699510, 18670346, 17087943).",Gastrointestinal Stromal Tumor,,Cancer,,,GIST,,Mono
,,TSC2,,Either,Cardiovascular Neoplasm,Rhabdomyomas,,,Heart,1,,,,,,,,,,,,,Invitae,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TSC2,,Either,Hamartoma,Retinal nodular hamartomas,,,Eye,1,,,,,,,,,,,,,Invitae,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TSC2,,Either,Hamartoma,,,,Multiple organs,1,,,,,,,,,,,,,Invitae,,,,,,,,,,,,,,,,,,,,,,,,,,,
